nome_fundo;tipo_fundo;aplicacao_min;taxa_adm;cot_resgate;liq_resgate;taxa_risco;rent_12_meses;rent_24_meses;rent_36_meses;data_inicio;benchmark;taxa_performance;link
"Selection ESG FIC FIA 
ESG";Renda Variável;100;0.75;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";26;-24.36;N/D;N/D;03/08/2020;IBOVESPA;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37108017000177_v64.pdf
Trend Inflação Longa FIRF ;Renda Fixa Pré-Fixado/Inflação;100;0.30;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";15;-7.47;N/D;N/D;22/10/2020;IMA_B 5+;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38026814000178_v45.pdf
Trend SemiCondutores FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";25;N/D;N/D;N/D;29/11/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42776707000134.pdf
Trend Short Dolar FI Cambial ;Internacional;100;0.50;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";26;0.88;-25.04;-26.85;28/12/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32246789000151_v140.pdf
ARX Macro 15 Advisory FIC FIM ;Multimercado;500;2.00;"D+15

(Dias Corridos)";"D+1

(Dias Úteis)";10;N/D;N/D;N/D;16/07/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_41888191000157.pdf
Miles Acer Long Bias Advisory FI... ;Renda Variável;500;1.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";29;-21.22;-14.35;5.87;24/07/2018;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30773649000106_v112.pdf
A1 Hedge Advisory FIC FIM ;Multimercado;5000;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;-0.11;N/D;N/D;02/10/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38452175000102_v7.pdf
Sharp Equity Value Advisory FIC... ;Renda Variável;20000;1.95;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";31;N/D;N/D;N/D;29/04/2021;-;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_37887412000103.pdf
"Blackrock Global Impact Advisory... 
ESG";Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;-11.89;N/D;N/D;09/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38597751000100_v18.pdf
AZ Quest Equity Hedge FIC FIM ;Multimercado;1000;1.50;"D+5

(Dias Corridos)";"D+1

(Dias Úteis)";26;3.28;1.12;7.86;30/11/2007;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_09141893000160_v152.pdf
Western Asset Long & Short FIM ;Multimercado;1000;2.00;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";7;0.10;-0.23;4.93;14/08/2006;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07672392000184_v30.pdf
Legacy Capital Credit Advisory F... ;Renda Fixa Pós-Fixado;1000;0.65;"D+60

(Dias Corridos)";"D+1

(Dias Úteis)";8;N/D;N/D;N/D;01/10/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_39487197000170.pdf
Alfa Gemini FIC FI INFRA RF CP ;Renda Fixa Pré-Fixado/Inflação;1000;0.80;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;3.76;12.09;N/D;15/10/2019;-;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_33422090000168_v8.pdf
Templeton Global Total Return FI... ;Internacional;25000;0.93;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";13;-4.23;-10.76;-11.58;20/07/2017;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_27528774000146_v104.pdf
"JP Morgan ESG Emerging Markets D... 
ESG";Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;-0.24;N/D;N/D;07/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38077340000193_v48.pdf
Wellington Emerging Market Devel... ;Internacional;500;0.80;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;29/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38443169000199_v44.pdf
ARX Hedge Debêntures Incentivada... ;Renda Fixa Pós-Fixado;3000;0.70;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";6;8.54;12.44;17.55;28/12/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32225663000109_v96.pdf
Canvas Vector FIC FIM ;Multimercado;5000;1.40;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";26;-1.24;-6.99;15.26;19/12/2017;CDI;15.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28866524000189_v72.pdf
Grimper Meru Long Bias Advisory... ;Renda Variável;500;1.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;N/D;N/D;N/D;05/03/2021;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37525911000142_v8.pdf
CA Indosuez Grand Vitesse FIRF C... ;Renda Fixa Pós-Fixado;1000;0.25;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;8.75;7.12;13.26;30/08/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23714047000112_v101.pdf
Redpoint eventures Advisory FIC... ;Alternativo;150000;0.12;;;50;6.33;23.83;N/D;18/04/2019;IPCA;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_31844667000102_v1.pdf
Ibiuna Hedge FIC FIM ;Multimercado;5000;1.96;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";8;7.89;18.82;30.16;29/10/2010;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_12154412000165_v167.pdf
Truxt Long Short Advisory FIC FI... ;Multimercado;500;1.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";10;-8.27;3.19;11.13;05/06/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26262363000199_v92.pdf
SPX Seahawk Advisory FIC RF CP L... ;Renda Fixa Pós-Fixado;1000;0.60;"D+45

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.81;10.88;N/D;31/12/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35648999000164_v52.pdf
Opportunity Total FIC de FIM ;Multimercado;5000;2.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";11;4.83;8.24;22.65;08/05/2003;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_05448587000110_v172.pdf
Bridgewater Core Global Macro Ad... ;Internacional;500;0.50;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";19;N/D;N/D;N/D;30/04/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40753313000135_v6.pdf
Schroder Tech Equity Long & Shor... ;Internacional;5000;0.75;"D+7

(Dias Corridos)";"D+3

(Dias Úteis)";17;-3.83;N/D;N/D;01/04/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35744790000102_v15.pdf
Távola Long Short FIM ;Multimercado;10000;2.00;"D+5

(Dias Corridos)";"D+1

(Dias Úteis)";6;1.52;2.76;12.81;07/12/2005;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07659002000136_v137.pdf
Apex Equity Hedge Advisory FIC F... ;Multimercado;500;2.00;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";10;N/D;N/D;N/D;03/05/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40634864000180_v11.pdf
Trend eSports FIM ;Internacional;100;0.50;"D+5

(Dias Corridos)";"D+1

(Dias Úteis)";22;N/D;N/D;N/D;06/04/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40212842000121_v28.pdf
Trend Bolsas Asiáticas FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";28;N/D;N/D;N/D;28/06/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40212852000167_v19.pdf
